"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Heart","dHs_Avg__TPM","FoldChange"
"TUSC1",13.21476,13.21476,8.03324,8.03324,1.5736059265557
"TUSC2",45.9716,45.9716,23.35334,23.35334,1.92875392040681
"TUSC3",114.32739,114.32739,121.53602,121.53602,0.941171338843876
"TUSC5",0.35267,0.35267,0.16446,0.16446,1.16162856603061
"TUT1",13.77488,13.77488,4.40247,4.40247,2.73483795375078
"TWF1",16.92817,16.92817,21.9238,21.9238,0.782076706305237
"TWF1P1",0.26969,0.26969,0.08856,0.08856,1.1663941353715
"TWF2",29.68654,29.68654,17.02795,17.02795,1.7021646942664
"TWIST1",4.54322,4.54322,1.51809,1.51809,2.20135896651827
"TWIST2",0,0,0,0,1
"TWISTNB",3.44372,3.44372,13.70079,13.70079,0.302277632698651
"TWSG1",10.51787,10.51787,17.59723,17.59723,0.619332556515137
"TXK",0.31118,0.31118,0.48073,0.48073,0.885495667677429
"TXLNA",14.87439,14.87439,13.40982,13.40982,1.10163693925393
"TXLNB",1.41068,1.41068,163.86552,163.86552,0.0146220992721826
"TXLNG",6.32732,6.32732,12.76463,12.76463,0.532329601304212
"TXLNG2P",0,0,0,0,1
"TXN",100.82219,100.82219,81.48366,81.48366,1.23445286011799
"TXN2",71.73727,71.73727,79.99087,79.99087,0.898092217061009
"TXNDC11",16.5755,16.5755,23.70756,23.70756,0.711340982274251
"TXNDC12",18.46332,18.46332,35.20711,35.20711,0.537555192888911
"TXNDC15",60.47257,60.47257,137.37479,137.37479,0.444246889191304
"TXNDC16",5.68421,5.68421,5.18682,5.18682,1.08039509796632
"TXNDC17",55.55593,55.55593,60.9388,60.9388,0.913093731231474
"TXNDC2",0,0,0,0,1
"TXNDC5",22.48791,22.48791,44.75845,44.75845,0.513302133267189
"TXNDC8",0,0,0,0,1
"TXNDC9",7.34384,7.34384,47.83259,47.83259,0.170866218646195
"TXNIP",238.38433,238.38433,1626.92794,1626.92794,0.147048480536553
"TXNL1",34.35423,34.35423,156.38891,156.38891,0.224629740430885
"TXNL1P1",0,0,0,0,1
"TXNL4A",147.49914,147.49914,114.7046,114.7046,1.28343332935769
"TXNL4B",9.45986,9.45986,8.48867,8.48867,1.10235259525308
"TXNRD1",14.74991,14.74991,64.15209,64.15209,0.241740671711376
"TXNRD2",30.88976,30.88976,21.62018,21.62018,1.40979249501993
"TXNRD3",2.80062,2.80062,4.42777,4.42777,0.70021758475396
"TXNRD3NB",0,0,0.13916,0.13916,0.877839811791144
"TYK2",144.94746,144.94746,67.77022,67.77022,2.12224797303251
"TYMP",9.83328,9.83328,0.80965,0.80965,5.98639515928495
"TYMS",50.22439,50.22439,1.20182,1.20182,23.2645674941639
"TYR",0,0,0,0,1
"TYRL",0,0,0,0,1
"TYRO3",72.23516,72.23516,0.88555,0.88555,38.8402110789955
"TYRO3P",0,0,0,0,1
"TYROBP",65.01579,65.01579,13.94116,13.94116,4.41838451632939
"TYRP1",2.75913,2.75913,147.28035,147.28035,0.0253515047678266
"TYSND1",5.55974,5.55974,2.07473,2.07473,2.13343610658497
"TYW1",93.7273,93.7273,14.23212,14.23212,6.2189176555857
"TYW1B",8.13216,8.13216,2.55546,2.55546,2.56848902814263
"TYW3",9.14868,9.14868,43.18975,43.18975,0.229661403379743
"TYW5",4.37726,4.37726,6.88202,6.88202,0.682218517588131
"U2AF1",110.9459,110.9459,75.72755,75.72755,1.45900527255204
"U2AF1L4",62.7753,62.7753,21.79729,21.79729,2.79749478995091
"U2AF2",158.20372,158.20372,17.58458,17.58458,8.56644164140379
"U2SURP",25.22629,25.22629,48.38922,48.38922,0.531012435507181
"U40455.1",0,0,0,0,1
"U47924.25",1.3277,1.3277,4.45307,4.45307,0.426860465755987
"U52111.12",0,0,0,0,1
"U52112.12",0,0,0,0,1
"U66059.29",0,0,0,0,1
"U73169.1",1.43143,1.43143,0,0,2.43143
"U82670.9",0,0,0,0,1
"U82671.12",0,0,0,0,1
"U82671.8",0,0,0,0,1
"U82695.5",0,0,0,0,1
"U82695.9",4.2113,4.2113,0,0,5.2113
"U85056.3",0,0,0,0,1
"U91328.2",0,0,0,0,1
"UACA",20.97351,20.97351,71.6287,71.6287,0.302545825548303
"UAP1",11.4929,11.4929,35.16916,35.16916,0.345401994406284
"UAP1L1",26.94815,26.94815,4.0609,4.0609,5.52236756308166
"UBA1",99.9094,99.9094,79.25712,79.25712,1.25732645278076
"UBA2",55.20326,55.20326,90.70607,90.70607,0.612863030767756
"UBA3",24.41723,24.41723,169.83669,169.83669,0.148780862003355
"UBA5",21.47139,21.47139,69.09855,69.09855,0.320568542430621
"UBA52",144.67777,144.67777,65.45512,65.45512,2.19212259341342
"UBA52P3",0,0,0,0,1
"UBA52P5",0,0,0,0,1
"UBA52P6",1.28621,1.28621,0,0,2.28621
"UBA52P7",0,0,0,0,1
"UBA52P8",0,0,0,0,1
"UBA52P9",0,0,0,0,1
"UBA6",8.15291,8.15291,11.03148,11.03148,0.760746807541549
"UBA7",26.76145,26.76145,12.57487,12.57487,2.04506194166132
"UBAC1",63.19021,63.19021,60.05324,60.05324,1.05138089313524
"UBAC2",59.22785,59.22785,66.92261,66.92261,0.886712833914951
"UBAP1",46.73918,46.73918,53.98087,53.98087,0.868287096948448
"UBAP1L",41.94701,41.94701,1.78376,1.78376,15.4276985084921
"UBAP2",12.01153,12.01153,25.32686,25.32686,0.49423022722801
"UBAP2L",95.17947,95.17947,90.2633,90.2633,1.05386798417327
"UBASH3A",0.14522,0.14522,0.03795,0.03795,1.10334794546943
"UBASH3B",2.57242,2.57242,0.88555,0.88555,1.89463021399592
"UBB",2046.98099,2046.98099,697.32351,697.32351,2.93271092935135
"UBBP1",0,0,0,0,1
"UBBP2",5.29005,5.29005,0,0,6.29005
"UBBP3",0,0,0,0,1
"UBBP4",634.97237,634.97237,1.39159,1.39159,265.920316609452
"UBBP5",0,0,0,0,1
"UBC",968.16276,968.16276,822.24993,822.24993,1.17724001507051
"UBD",0,0,0.08856,0.08856,0.918644815168663
"UBDP1",0,0,0,0,1
"UBE2A",22.15599,22.15599,130.2018,130.2018,0.176491404843531
"UBE2B",103.22865,103.22865,367.06231,367.06231,0.283182078599681
"UBE2C",0,0,0.24036,0.24036,0.806217549743623
"UBE2CP1",0,0,0,0,1
"UBE2CP2",0,0,0,0,1
"UBE2CP3",0,0,0,0,1
"UBE2D1",7.5098,7.5098,96.50013,96.50013,0.0872798836268218
"UBE2D2",487.43175,487.43175,172.31624,172.31624,2.81815339405009
"UBE2D3",77.25553,77.25553,325.02378,325.02378,0.240030129090583
"UBE2D3P1",0,0,0,0,1
"UBE2D3P2",0,0,0,0,1
"UBE2D3P3",1.05801,1.05801,0,0,2.05801
"UBE2D3P4",0,0,0,0,1
"UBE2D4",16.36805,16.36805,39.50838,39.50838,0.428752026123977
"UBE2E1",382.81316,382.81316,163.30889,163.30889,2.33592448953918
"UBE2E2",192.51645,192.51645,56.04294,56.04294,3.39246977803037
"UBE2E3",116.9413,116.9413,97.44894,97.44894,1.19799461527976
"UBE2F",92.33736,92.33736,110.95997,110.95997,0.833667247320627
"UBE2G1",79.70347,79.70347,99.29595,99.29595,0.80465332847438
"UBE2G2",80.15987,80.15987,91.65488,91.65488,0.875937349441281
"UBE2H",56.38575,56.38575,111.45335,111.45335,0.510307162925782
"UBE2HP1",0,0,0,0,1
"UBE2I",63.62586,63.62586,133.74402,133.74402,0.479619503707845
"UBE2J1",10.1652,10.1652,23.29008,23.29008,0.459660898605521
"UBE2J2",46.75992,46.75992,25.56722,25.56722,1.79770107674043
"UBE2K",50.49408,50.49408,54.17063,54.17063,0.933360376707679
"UBE2L2",0,0,0,0,1
"UBE2L3",52.94202,52.94202,139.68989,139.68989,0.383410776708973
"UBE2L4",4.33577,4.33577,0,0,5.33577
"UBE2L5P",0,0,0.27832,0.27832,0.782276738218912
"UBE2L6",42.13372,42.13372,19.60871,19.60871,2.09298495636068
"UBE2M",192.03931,192.03931,46.03618,46.03618,4.10406010862277
"UBE2MP1",0,0,0,0,1
"UBE2N",48.97967,48.97967,134.40186,134.40186,0.369121000258047
"UBE2NL",0.2282,0.2282,0,0,1.2282
"UBE2O",20.30966,20.30966,7.10974,7.10974,2.62766253911963
"UBE2Q1",137.39617,137.39617,56.94115,56.94115,2.38856443132385
"UBE2Q2",31.96852,31.96852,45.88437,45.88437,0.703187864100552
"UBE2Q2P1",6.1821,6.1821,10.14592,10.14592,0.64437031667193
"UBE2Q2P2",0,0,0,0,1
"UBE2Q2P3",0,0,0,0,1
"UBE2Q2P4Y",0,0,0,0,1
"UBE2Q2P5Y",0,0,0,0,1
"UBE2QL1",12.94507,12.94507,18.82436,18.82436,0.703431031317026
"UBE2R2",63.39766,63.39766,58.85142,58.85142,1.0759587658906
"UBE2S",68.62548,68.62548,1.07532,1.07532,33.5492743287782
"UBE2SP1",1.47292,1.47292,0,0,2.47292
"UBE2SP2",0.76758,0.76758,0,0,1.76758
"UBE2T",7.71725,7.71725,21.75934,21.75934,0.383018576109852
"UBE2U",0,0,0.68314,0.68314,0.59412764238269
"UBE2V1",65.70039,65.70039,147.86229,147.86229,0.448067740997401
"UBE2V1P1",0.93354,0.93354,0.60724,0.60724,1.20301883975013
"UBE2V1P2",0,0,0,0,1
"UBE2V1P3",0,0,0,0,1
"UBE2V2",46.40725,46.40725,76.19563,76.19563,0.614118312137617
"UBE2W",6.1821,6.1821,17.25566,17.25566,0.39341771264364
"UBE2WP1",0,0,0,0,1
"UBE2Z",50.12066,50.12066,45.20123,45.20123,1.10647833401838
"UBE3A",12.44718,12.44718,98.5116,98.5116,0.135131783631255
"UBE3AP2",0,0,0,0,1
"UBE3B",12.77911,12.77911,31.04501,31.04501,0.429992376348143
"UBE3C",14.10681,14.10681,47.32656,47.32656,0.312598496561725
"UBE3D",15.80792,15.80792,3.37776,3.37776,3.83938818025657
"UBE4A",7.46831,7.46831,20.72197,20.72197,0.389849999792836
"UBE4B",38.98043,38.98043,44.70785,44.70785,0.874695046912073
"UBFD1",11.78333,11.78333,35.04265,35.04265,0.354672311830567
"UBFD1P1",0,0,0,0,1
"UBIAD1",9.23166,9.23166,9.39953,9.39953,0.983857924348504
"UBL3",88.33352,88.33352,32.79082,32.79082,2.64372157881934
"UBL4A",41.07571,41.07571,22.55634,22.55634,1.7861734887508
"UBL4B",0.35267,0.35267,0,0,1.35267
"UBL5",420.34142,420.34142,490.93872,490.93872,0.856491678475726
"UBL7",55.41072,55.41072,40.46984,40.46984,1.360283039433
"UBLCP1",31.55361,31.55361,33.09443,33.09443,0.954807280837368
"UBN1",13.77488,13.77488,19.49485,19.49485,0.720906959553254
"UBN2",3.81714,3.81714,6.94528,6.94528,0.606289520318982
"UBOX5",6.36881,6.36881,4.8326,4.8326,1.26338339676988
"UBP1",20.01922,20.01922,58.72491,58.72491,0.351933891570536
"UBQLN1",37.19634,37.19634,96.05735,96.05735,0.393544023198655
"UBQLN1P1",0,0,0,0,1
"UBQLN2",20.80754,20.80754,43.34156,43.34156,0.491808136655544
"UBQLN3",0,0,0,0,1
"UBQLN4",42.11297,42.11297,33.56251,33.56251,1.24739117616168
"UBQLN4P1",0.49789,0.49789,0,0,1.49789
"UBQLN4P2",0,0,0,0,1
"UBQLNL",0.10373,0.10373,0.41748,0.41748,0.778656488980444
"UBR1",8.54707,8.54707,20.54486,20.54486,0.443125181597838
"UBR2",6.05763,6.05763,23.13827,23.13827,0.292383422672793
"UBR3",28.08915,28.08915,92.61634,92.61634,0.310727272610743
"UBR4",130.30128,130.30128,51.33686,51.33686,2.50877259354115
"UBR5",34.81063,34.81063,81.23064,81.23064,0.435490104418499
"UBR7",12.15675,12.15675,36.32038,36.32038,0.352535263574487
"UBTD1",35.61969,35.61969,0.37952,0.37952,26.5452403734632
"UBTD2",5.20707,5.20707,15.19358,15.19358,0.383304371238478
"UBTF",61.19866,61.19866,33.03118,33.03118,1.82769624797024
"UBTFL1",0,0,0,0,1
"UBTFL2",0,0,0,0,1
"UBTFL3",0,0,0,0,1
"UBTFL5",0,0,0,0,1
"UBTFL6",0,0,0.10121,0.10121,0.908092007882239
"UBTFL7",0,0,0,0,1
"UBXN1",174.19835,174.19835,26.66784,26.66784,6.33220193553237
"UBXN10",0.80907,0.80907,0.68314,0.68314,1.07481849400525
"UBXN11",44.29123,44.29123,2.17593,2.17593,14.2607771581867
"UBXN2A",7.94545,7.94545,18.60929,18.60929,0.456184288161377
"UBXN2B",9.91626,9.91626,24.11238,24.11238,0.4346963529542
"UBXN4",37.11336,37.11336,83.12826,83.12826,0.453038729197537
"UBXN6",166.25289,166.25289,9.99411,9.99411,15.2129540272018
"UBXN7",6.11987,6.11987,9.24772,9.24772,0.694776008712182
"UBXN8",15.31004,15.31004,8.29891,8.29891,1.75397331515199
"UCA1",0,0,0,0,1
"UCHL1",651.27818,651.27818,7.76758,7.76758,74.3966043081443
"UCHL3",23.50443,23.50443,70.43953,70.43953,0.343009395498543
"UCHL5",14.97811,14.97811,66.17622,66.17622,0.237853663096852
"UCK1",44.76837,44.76837,12.05619,12.05619,3.505492030983
"UCK2",20.47562,20.47562,9.05796,9.05796,2.135186459282
"UCKL1",56.57245,56.57245,8.1977,8.1977,6.25943985996499
"UCMA",0,0,0,0,1
"UCN",15.68345,15.68345,0,0,16.68345
"UCN2",0.37342,0.37342,0.12651,0.12651,1.21918136545614
"UCN3",0,0,0,0,1
"UCP1",0,0,0.25302,0.25302,0.798071858390129
"UCP2",16.84519,16.84519,13.35922,13.35922,1.24276875763447
"UCP3",1.99155,1.99155,1.23978,1.23978,1.33564457223477
"UEVLD",4.33577,4.33577,21.11415,21.11415,0.241283069889641
"UFC1",76.19751,76.19751,154.6178,154.6178,0.496071207792425
"UFD1L",51.75954,51.75954,52.22241,52.22241,0.991303099577791
"UFL1",11.24396,11.24396,35.68784,35.68784,0.333733465911321
"UFM1",59.06189,59.06189,72.76727,72.76727,0.814207845837321
"UFSP1",1.74261,1.74261,0.30362,0.30362,2.10384161028521
"UFSP2",48.08762,48.08762,94.60251,94.60251,0.513455347563573
"UGCG",9.35613,9.35613,15.5225,15.5225,0.626789529429566
"UGDH",10.3934,10.3934,11.25919,11.25919,0.929376247533483
"UGGT1",10.87054,10.87054,24.4413,24.4413,0.466585433920436
"UGGT2",15.49674,15.49674,12.03089,12.03089,1.26597185610499
